,boyname,boyfreq
665,Aditya,0.000109
666,Clinton,0.000109
667,Efrain,0.000109
668,Kingsley,0.000109
669,Ernest,0.00010800000000000001
670,Xavi,0.00010800000000000001
671,Jericho,0.00010800000000000001
672,Zaire,0.00010700000000000001
673,Deon,0.00010700000000000001
674,Foster,0.000106
675,Lochlan,0.000106
676,Antoine,0.000105
677,Miller,0.000105
678,Gilberto,0.000105
679,Gino,0.000105
680,Garrison,0.00010400000000000001
681,Truman,0.00010400000000000001
682,Keenan,0.00010400000000000001
683,Stetson,0.00010400000000000001
684,Cristiano,0.00010400000000000001
685,Osvaldo,0.000103
686,Castiel,0.000103
687,Sidney,0.000103
688,Reagan,0.000103
689,Magnus,0.000103
690,Langston,0.000103
691,Augustine,0.000103
692,Alfred,0.000102
693,Santana,0.000102
694,Todd,0.000102
695,Apollo,0.000102
696,Anson,0.000102
697,Yadiel,0.000101
698,Leroy,0.000101
699,Pierre,0.000101
700,Houston,0.000101
701,Jordy,0.0001
702,Denzel,0.0001
703,Thatcher,9.9e-05
704,Dario,9.9e-05
705,Lachlan,9.9e-05
706,Camilo,9.8e-05
707,Graeme,9.8e-05
708,Rocky,9.8e-05
709,Clyde,9.7e-05
710,Broderick,9.7e-05
